,u,v,key,osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,access,bridge,tunnel,width,junction
5618,42445479,42445474,0,46139039,Lafayette Street,secondary,25 mph,True,False,73.232,"LINESTRING (-74.002078 40.716731, -74.0021086 40.7166953, -74.0025002 40.7162376, -74.0025507 40.7161784)",2,,,,,,
5619,42445481,42445479,0,46139039,Lafayette Street,secondary,25 mph,True,False,76.668,"LINESTRING (-74.0015648 40.7173003, -74.0016045 40.7172563, -74.002034 40.7167798, -74.002078 40.716731)",2,,,,,,
5620,42445481,42428425,0,413054857,White Street,residential,25 mph,True,False,148.904,"LINESTRING (-74.0015648 40.7173003, -74.0016682 40.7173516, -74.0023502 40.7176898, -74.0024386 40.7177336, -74.0029549 40.7179901, -74.003043 40.7180338)",1,,,,,,
5621,42445484,42445481,0,46139039,Lafayette Street,secondary,25 mph,True,False,85.423,"LINESTRING (-74.000988 40.717932, -74.0010266 40.7178897, -74.0015231 40.717346, -74.0015648 40.7173003)",2,,,,,,
5622,42445484,42427311,0,412180553,Walker Street,tertiary,25 mph,True,False,69.515,"LINESTRING (-74.000988 40.717932, -74.0008916 40.7178897, -74.0003824 40.7176671, -74.000274 40.717619)",1,,,,,,
5623,42445489,42439580,0,46139038,Lafayette Street,primary,25 mph,True,False,116.95700000000001,"LINESTRING (-73.9990418 40.7200529, -73.9991061 40.7199836, -73.9997921 40.7192457, -73.999841 40.719193)",,,,,,,
5624,42445489,42427324,0,944692442,Grand Street,secondary,25 mph,True,False,52.657,"LINESTRING (-73.9990418 40.7200529, -73.9989525 40.7200084, -73.9986002 40.7198449, -73.9985112 40.7198029)",,,,,,,
5625,42445498,1918039897,0,"[420358889, 1032478302, 420358891, 420358894, 420358895, 1053544734]",Lafayette Street,secondary,25 mph,True,False,176.881,"LINESTRING (-73.996476 40.723686, -73.9964314 40.7237399, -73.9960417 40.7242102, -73.995882 40.724403, -73.9956544 40.724688, -73.9955552 40.7248122, -73.9955091 40.7248662, -73.9954273 40.7249621, -73.9953664 40.7250362)","['3', '2']",,,,,,
5626,42445498,42458267,0,992141077,Prince Street,residential,25 mph,True,False,45.545,"LINESTRING (-73.996476 40.723686, -73.9965837 40.7237299, -73.9968893 40.7238544, -73.996952 40.72388)",,,,,,,
5627,42445511,1692433916,0,420358898,Lafayette Street,secondary,25 mph,True,False,101.484,"LINESTRING (-73.9952714 40.7251537, -73.9952076 40.7252274, -73.9947115 40.7258521, -73.9946898 40.7258802, -73.994648 40.7259345)",2,,,,,,
5628,42445511,42457319,0,1049854215,East Houston Street,primary,25 mph,True,False,46.488,"LINESTRING (-73.9952714 40.7251537, -73.9953927 40.7251832, -73.9953979 40.7251844, -73.9957104 40.7252584, -73.9957977 40.725279)",3,,,,,,
5629,42445520,42437618,0,40709927,Bond Street,residential,25 mph,True,False,200.427,"LINESTRING (-73.994129 40.72664, -73.9922273 40.7257, -73.9921298 40.7256648)",,,,,,,
5630,42445520,42431165,0,"[439933947, 420358892]",Lafayette Street,secondary,25 mph,True,False,84.129,"LINESTRING (-73.994129 40.72664, -73.9940785 40.7267079, -73.9937683 40.7271247, -73.9936895 40.7272251, -73.9936333 40.7272967)","['3', '2']",,,,,,
5631,42445534,1773084402,0,5673093,East 4th Street,residential,25 mph,True,False,160.014,"LINESTRING (-73.993147 40.727867, -73.9930387 40.7278148, -73.9922534 40.7274362, -73.9917059 40.7271722, -73.991689 40.7271641, -73.9915448 40.7270946)",,,,,,,
5632,42445534,42439236,0,"[420358896, 420358897]",Lafayette Street,secondary,25 mph,True,False,265.383,"LINESTRING (-73.993147 40.727867, -73.9931009 40.727921, -73.9925758 40.7285351, -73.9916165 40.7296573, -73.9915098 40.7297841, -73.9915064 40.7297872, -73.9914198 40.7298614)","['3', '2']",,,,,,
5633,42445543,42445548,0,46139037,Lafayette Street,secondary,25 mph,True,False,74.9,"LINESTRING (-73.9911175 40.730046, -73.9910497 40.7300998, -73.9906787 40.7305712, -73.990646 40.730615)",2,,,,,,
5634,42445543,42439249,0,451904646,East 8th Street,residential,25 mph,True,False,35.81,"LINESTRING (-73.9911175 40.730046, -73.9910335 40.7300125, -73.9908195 40.7299217, -73.9907514 40.7298834)",2,,,,,,
5635,42445548,42428476,0,653471090,Wanamaker Place,residential,25 mph,True,False,123.676,"LINESTRING (-73.990646 40.730615, -73.9907403 40.7306559, -73.9918284 40.7311253, -73.991921 40.731166)",1,,,,,,
5636,42445548,595407648,0,"[439933946, 653471091]",Lafayette Street,secondary,25 mph,True,False,47.406,"LINESTRING (-73.990646 40.730615, -73.9906037 40.7306855, -73.9904097 40.7310019)",2,,,,,,
5637,42445558,42445548,0,5673533,Wanamaker Place,residential,25 mph,True,False,13.674,"LINESTRING (-73.9905029 40.730557, -73.990646 40.730615)",1,,,,,,
5638,42445558,595407648,0,653471088,4th Avenue,residential,25 mph,True,False,50.107,"LINESTRING (-73.9905029 40.730557, -73.9904826 40.7306314, -73.9904794 40.730641, -73.9904097 40.7310019)",1,,,,,,
5639,42445561,42445046,0,104315946,West 202nd Street,residential,,False,False,64.55199999999999,"LINESTRING (-73.9187061 40.8602477, -73.9192901 40.8604892, -73.919294 40.8604909, -73.919379 40.860527)",,,,,,,
5640,42445562,42445051,0,5672722,West 204th Street,residential,,False,False,72.756,"LINESTRING (-73.9177129 40.861457, -73.918001 40.8615782, -73.9183884 40.8617411, -73.918469 40.861775)",,,,,,,
5641,42445563,42445054,0,5671456,West 205th Street,residential,,False,False,76.851,"LINESTRING (-73.9172236 40.8620485, -73.9179114 40.8623483, -73.9179307 40.8623581, -73.918015 40.862394)",,,,,,,
5642,42445574,4616536351,0,466956271,Varick Street,primary,,True,False,85.851,"LINESTRING (-74.005658 40.726435, -74.0057121 40.7263747, -74.0057596 40.7263219, -74.005845 40.7257516, -74.0058541 40.7256907)",3,,,,,,
5643,42445574,42436359,0,1003466062,Vandam Street,residential,25 mph,True,False,149.897,"LINESTRING (-74.005658 40.726435, -74.0058026 40.7264485, -74.0073163 40.7265909, -74.0074233 40.726601)",1,,,,,,
5644,42445574,42442286,0,1003466064,Varick Street,primary,25 mph,True,False,85.49,"LINESTRING (-74.005658 40.726435, -74.0056334 40.7263675, -74.0056109 40.7263055, -74.005698 40.7257413, -74.0057082 40.7256753)",2,,,,,,
5645,42445578,42438935,0,5671329,West 227th Street,residential,,True,False,61.895,"LINESTRING (-73.910607 40.877355, -73.9100757 40.8769697)",,,,,,,
5646,42445578,42427939,0,5672648,Adrian Avenue,residential,,True,False,262.848,"LINESTRING (-73.910607 40.877355, -73.9127089 40.8757408, -73.9128004 40.8756706)",,,,,,,
5647,42445585,42427834,0,557733488,5th Avenue,secondary,25 mph,False,False,78.432,"LINESTRING (-73.936692 40.8140424, -73.9367237 40.813999, -73.9371036 40.8134798, -73.9371434 40.8134253)",3,,,,,,
5648,42445585,7732243573,0,557733488,5th Avenue,secondary,25 mph,False,True,77.797,"LINESTRING (-73.936692 40.8140424, -73.9366455 40.814105, -73.9363604 40.8144885, -73.9362854 40.8145945, -73.9362392 40.8146523)",3,,,,,,
5649,42445587,3099327951,0,364026609,West 137th Street,residential,,False,False,14.435,"LINESTRING (-73.9398384 40.8153746, -73.9399886 40.8154373)",,,,,,,
5650,42445587,42445585,0,5671332,West 137th Street,residential,,True,False,303.407,"LINESTRING (-73.9398384 40.8153746, -73.9397351 40.8153309, -73.9368294 40.8141006, -73.936692 40.8140424)",,,,,,,
5651,42445587,42435957,0,"[5670881, 364026610]",Malcolm X Boulevard,secondary,,True,False,78.84,"LINESTRING (-73.9398384 40.8153746, -73.9397963 40.8154325, -73.9396028 40.8156982, -73.9394255 40.8159469, -73.9393897 40.815997)","['3', '2']",,,,,,
5652,42445603,42437580,0,5671339,Hester Street,residential,25 mph,True,False,88.7,"LINESTRING (-73.9944558 40.7169745, -73.9945532 40.7170077, -73.9952933 40.7172359, -73.9953028 40.7172388, -73.9954278 40.7172802)",,,,,,,
5653,42445603,1775260897,0,166038132,Chrystie Street,secondary,25 mph,False,True,75.801,"LINESTRING (-73.9944558 40.7169745, -73.9944857 40.7169193, -73.9948041 40.716346)",3,,,,,,
5654,42445603,42452067,0,464964299,Chrystie Street,secondary,25 mph,False,False,142.104,"LINESTRING (-73.9944558 40.7169745, -73.9944172 40.7170423, -73.9938721 40.7180696, -73.9938242 40.7181594)",3,,,,,,
5655,42445606,42432250,0,5671339,Hester Street,residential,25 mph,True,False,72.495,"LINESTRING (-73.9963251 40.7176001, -73.9963982 40.7176262, -73.9970462 40.717858, -73.9970503 40.7178593, -73.9971031 40.7178782)",,,,,,,
5656,42445606,42452056,0,188559800,Elizabeth Street,residential,25 mph,True,False,143.512,"LINESTRING (-73.9963251 40.7176001, -73.9962953 40.7176475, -73.9959808 40.7181462, -73.9957217 40.7187218, -73.9956889 40.7187949)",,,,,,,
5657,42445612,42440810,0,630828595,Baxter Street,residential,25 mph,True,False,109.352,"LINESTRING (-73.9987539 40.7184427, -73.9987809 40.7183967, -73.9992447 40.7176592, -73.9993103 40.7175543)",,,,,,,
5658,42445612,42427319,0,847921887,Hester Street,residential,25 mph,True,False,62.377,"LINESTRING (-73.9987539 40.7184427, -73.9988272 40.7184683, -73.9993455 40.7186437, -73.9994292 40.7186723)",,,,,,,
5659,42445617,42452084,0,496977101,Essex Street,residential,25 mph,False,False,137.586,"LINESTRING (-73.9897482 40.7155607, -73.989729 40.7155975, -73.9892242 40.7165679, -73.989196 40.7166228, -73.9891494 40.7167118)",,,,,,,
5660,42445617,42440785,0,496977101,Essex Street,residential,25 mph,False,True,136.57099999999997,"LINESTRING (-73.9897482 40.7155607, -73.9897846 40.7154902, -73.9901549 40.7147742, -73.9902197 40.7145938, -73.9902312 40.7144918, -73.9902227 40.7143979)",,,,,,,
5661,42445620,42452076,0,5672899,Orchard Street,residential,25 mph,True,False,140.587,"LINESTRING (-73.9913119 40.7160318, -73.9912888 40.7160787, -73.9907408 40.717133, -73.9907021 40.7172086)",,,,,,,
5662,42445620,42440682,0,111826111,Hester Street,residential,25 mph,True,False,68.275,"LINESTRING (-73.9913119 40.7160318, -73.9912399 40.7160101, -73.9906225 40.7158241, -73.9905591 40.715805)",,,,,,,
5663,42445630,42435544,0,5671343,Columbia Street,residential,25 mph,True,False,174.32099999999997,"LINESTRING (-73.9816369 40.7144648, -73.9815898 40.7145602, -73.981164 40.7153762, -73.980935 40.7158149, -73.9809199 40.7158438, -73.9808785 40.7159233)",,,,,,,
5664,42445630,4375208206,0,767372817,Grand Street,primary,25 mph,False,True,75.16,"LINESTRING (-73.9816369 40.7144648, -73.9817159 40.7144789, -73.9823984 40.714672, -73.9824762 40.7146919)",2,,,,,,
5665,42445630,7499263656,0,1007811374,Grand Street,primary,25 mph,False,False,28.342,"LINESTRING (-73.9816369 40.7144648, -73.98157 40.7144478, -73.981322 40.7143755)",2,,,,,,
5666,42445634,42445635,0,5671345,Academy Street,tertiary,,False,False,122.011,"LINESTRING (-73.9225094 40.8624268, -73.9225476 40.8624952, -73.9225768 40.8625408, -73.9230936 40.8633481, -73.923137 40.863416)",,,,,,,
5667,42445634,42452495,0,164842049,Nagle Avenue,primary,,False,False,177.10000000000002,"LINESTRING (-73.9225094 40.8624268, -73.9224014 40.8624663, -73.9223708 40.8624775, -73.922348 40.8624858, -73.9216229 40.862751, -73.9207138 40.8630835, -73.9206135 40.8631202)",3,,,,,,
5668,42445634,1764400304,0,164842049,Nagle Avenue,primary,,False,True,130.424,"LINESTRING (-73.9225094 40.8624268, -73.9225977 40.8623941, -73.923689 40.8619896, -73.9239021 40.8619107)",3,,,,,,
5669,42445635,42427863,0,5671345,Academy Street,tertiary,,False,False,121.867,"LINESTRING (-73.923137 40.863416, -73.9231919 40.8635019, -73.9234442 40.8638973, -73.9237088 40.8643118, -73.923767 40.864403)",,,,,,,
5670,42445635,42445634,0,5671345,Academy Street,tertiary,,False,True,122.011,"LINESTRING (-73.923137 40.863416, -73.9230936 40.8633481, -73.9225768 40.8625408, -73.9225476 40.8624952, -73.9225094 40.8624268)",,,,,,,
5671,42445635,42446604,0,5671432,Post Avenue,tertiary,,False,False,176.55,"LINESTRING (-73.923137 40.863416, -73.9230431 40.8634506, -73.9213458 40.8640767, -73.92125 40.864112)",,,,,,,
5672,42445635,42432789,0,5671432,Post Avenue,tertiary,,False,True,209.61900000000003,"LINESTRING (-73.923137 40.863416, -73.9232362 40.8633797, -73.9237646 40.8631862, -73.9247374 40.8628299, -73.9249426 40.8627547, -73.9252547 40.8626404, -73.925381 40.8625952)",,,,,,,
5673,42445637,42453349,0,5672217,Cooper Street,residential,20 mph,True,False,176.313,"LINESTRING (-73.925514 40.867133, -73.9254194 40.8671673, -73.9237372 40.8677766, -73.9237277 40.86778, -73.923623 40.867818)",,,,,,,
5674,42445637,42445640,0,902816136,Academy Street,tertiary,20 mph,False,False,78.494,"LINESTRING (-73.925514 40.867133, -73.9258733 40.8676993, -73.925919 40.867769)",,,,,,,
5675,42445637,42429217,0,902816136,Academy Street,tertiary,20 mph,False,True,98.417,"LINESTRING (-73.925514 40.867133, -73.9250752 40.866446, -73.925005 40.866336)",,,,,,,
5676,42445640,42455509,0,46616995,Seaman Avenue,tertiary,20 mph,False,False,176.713,"LINESTRING (-73.925919 40.867769, -73.9258489 40.8678095, -73.9257975 40.8678379, -73.9248366 40.8681848, -73.924151 40.8684322, -73.924038 40.868473)",,,,,,,
5677,42445640,42457282,0,46616995,Seaman Avenue,tertiary,20 mph,False,True,59.242,"LINESTRING (-73.925919 40.867769, -73.9260014 40.8677038, -73.926406 40.867384)",,,,,,,
5678,42445640,42445637,0,902816136,Academy Street,tertiary,20 mph,False,True,78.494,"LINESTRING (-73.925919 40.867769, -73.9258733 40.8676993, -73.925514 40.867133)",,,,,,,
5679,42445644,9563435886,0,164846390,10th Avenue,primary,,False,False,30.794,"LINESTRING (-73.9216811 40.8606861, -73.9215062 40.8609294)",4,,,,,,
5680,42445644,42439065,0,5670762,West 201st Street,residential,,True,False,42.624,"LINESTRING (-73.9216811 40.8606861, -73.921576 40.8606399, -73.9212428 40.8604936)",,,,,,,
5681,42445644,1764424345,0,"[164843942, 164846390]",10th Avenue,primary,,False,True,216.66799999999998,"LINESTRING (-73.9216811 40.8606861, -73.9219925 40.8602629, -73.9224914 40.8595849, -73.9225464 40.8595101, -73.9226913 40.8593078, -73.9228347 40.8591078, -73.9229261 40.8589802)",4,,,,,,
5682,42445649,42430320,0,36806906,West 39th Street,residential,,True,False,309.63899999999995,"LINESTRING (-73.9822757 40.7515813, -73.9824053 40.7516366, -73.9834214 40.7520694, -73.9853657 40.7528838, -73.985488 40.752935)",,,,,,,
5683,42445649,42433604,0,438385431,5th Avenue,secondary,25 mph,True,False,78.864,"LINESTRING (-73.9822757 40.7515813, -73.9823161 40.7515256, -73.9823267 40.7515109, -73.9826667 40.7510422, -73.9826742 40.7510319, -73.9827265 40.7509597)",3,,,,,,
5684,42445651,42445914,0,195743182,Madison Avenue,secondary,,True,False,78.882,"LINESTRING (-73.9806735 40.7509044, -73.9806285 40.7509671, -73.980262 40.7514662, -73.9802194 40.7515248)",3,,,,,,
5685,42445651,42445649,0,226041001,East 39th Street,residential,,True,False,154.549,"LINESTRING (-73.9806735 40.7509044, -73.9807706 40.7509506, -73.9820785 40.7514953, -73.9821541 40.7515283, -73.9822757 40.7515813)",2,,,,,,
5686,42445653,561042195,0,226041001,East 39th Street,residential,,True,False,18.326,"LINESTRING (-73.9789564 40.7501833, -73.9791466 40.7502633)",2,,,,,,
5687,42445653,561042197,0,68674961,Park Avenue,secondary,25 mph,True,False,45.794000000000004,"LINESTRING (-73.9789564 40.7501833, -73.9789163 40.750236, -73.9786965 40.750545)",3,,,,,,
5688,42445656,42446945,0,458177133,Lexington Avenue,secondary,,True,False,78.486,"LINESTRING (-73.9774291 40.7495392, -73.9778802 40.7489216)",3,,,,,,
5689,42445656,42445653,0,226041001,East 39th Street,residential,,True,False,147.25400000000002,"LINESTRING (-73.9774291 40.7495392, -73.9775344 40.7495806, -73.9783799 40.7499414, -73.9788627 40.7501434, -73.9789564 40.7501833)",2,,,,,,
5690,42445661,42445656,0,226040999,East 39th Street,residential,,True,False,153.297,"LINESTRING (-73.9758309 40.7488803, -73.975971 40.7489339, -73.9762216 40.7490299, -73.9774291 40.7495392)",2,,,,,,
5691,42445661,42449942,0,1087744935,3rd Avenue,primary,25 mph,True,False,77.543,"LINESTRING (-73.9758309 40.7488803, -73.9757941 40.7489311, -73.9754333 40.7494289, -73.9753879 40.7494916)",5,,,,,,
5692,42445664,42453007,0,5673626,Tunnel Exit Street,unclassified,25 mph,True,False,76.54299999999999,"LINESTRING (-73.9749672 40.7485214, -73.9749391 40.7485639, -73.9747683 40.7487972, -73.9746684 40.748931, -73.9745639 40.7490647, -73.9745198 40.7491204)",3,,,,,,
5693,42445664,42445661,0,989791208,East 39th Street,residential,25 mph,True,False,82.98899999999999,"LINESTRING (-73.9749672 40.7485214, -73.9750355 40.7485502, -73.9756822 40.7488218, -73.9758309 40.7488803)",2,,,,,,
5694,42445666,42454006,0,46139021,Tunnel Approach Street,unclassified,25 mph,False,False,81.10400000000001,"LINESTRING (-73.9727393 40.74758, -73.9727815 40.7475073, -73.9731515 40.7470104, -73.9732042 40.7469417)",3,,,,,,
5695,42445666,42442933,0,1090370026,East 39th Street,residential,25 mph,True,False,82.953,"LINESTRING (-73.9727393 40.74758, -73.9727986 40.7476097, -73.9734478 40.7478816, -73.9735981 40.7479447)",2,,,,,,
5696,42445667,42445666,0,5671349,East 39th Street,residential,25 mph,True,False,147.325,"LINESTRING (-73.9712163 40.7469292, -73.9713571 40.7469905, -73.9719405 40.7472384, -73.9726649 40.7475423, -73.9727393 40.74758)",1,,,,,,
5697,42445667,42453011,0,771939270,1st Avenue,primary,25 mph,True,False,78.416,"LINESTRING (-73.9712163 40.7469292, -73.9711754 40.746983, -73.9708166 40.7474823, -73.9707804 40.7475517)",3,,,,,,
5698,42445672,42436283,0,5673054,Laurel Hill Terrace,residential,,False,False,88.857,"LINESTRING (-73.927477 40.850694, -73.9272085 40.8511131, -73.92708 40.851432)",,,,,,,
5699,42445672,42442738,0,5673054,Laurel Hill Terrace,residential,,False,True,425.08000000000004,"LINESTRING (-73.927477 40.850694, -73.9280475 40.8500411, -73.9282863 40.8498483, -73.928516 40.8497053, -73.9287352 40.8495457, -73.9289747 40.8492748, -73.9291133 40.8490296, -73.9291764 40.8489178, -73.9297629 40.8481562, -73.9298593 40.8481605, -73.9304979 40.8484292, -73.9306128 40.8484776)",,,,,,,
5700,42445675,42442755,0,5671352,West 186th Street,residential,,True,False,138.78,"LINESTRING (-73.930101 40.851793, -73.9300166 40.8517573, -73.929377 40.851487, -73.9291156 40.8513767, -73.9287825 40.851244, -73.9286543 40.851193)",,,,,,,
5701,42445675,42436288,0,5672662,Audubon Avenue,tertiary,,False,False,86.73100000000001,"LINESTRING (-73.930101 40.851793, -73.9300625 40.8518458, -73.9296527 40.8524078, -73.929603 40.852476)",,,,,,,
5702,42445675,42454102,0,5672662,Audubon Avenue,tertiary,,False,True,87.02600000000001,"LINESTRING (-73.930101 40.851793, -73.9301402 40.8517395, -73.9304491 40.8513177, -73.9305491 40.8511814, -73.9306027 40.8511085)",,,,,,,
5703,42445680,42433077,0,5671352,West 186th Street,residential,,True,False,118.40599999999999,"LINESTRING (-73.932725 40.852898, -73.9326366 40.8528608, -73.9316237 40.8524341, -73.931495 40.85238)",,,,,,,
5704,42445680,42436293,0,223486857,Wadsworth Avenue,tertiary,,False,False,86.787,"LINESTRING (-73.932725 40.852898, -73.9326784 40.8529621, -73.9322807 40.8535095, -73.932228 40.853582)",,,,,,,
5705,42445680,42449644,0,223486857,Wadsworth Avenue,tertiary,,False,True,87.048,"LINESTRING (-73.932725 40.852898, -73.9327647 40.8528437, -73.9331695 40.8522903, -73.933226 40.852213)",,,,,,,
5706,42445689,42442384,0,5671353,West 186th Street,residential,20 mph,False,False,110.332,"LINESTRING (-73.935133 40.853479, -73.9352171 40.8535027, -73.9357136 40.8536429, -73.9362062 40.8537863, -73.9362707 40.8538013, -73.9363632 40.8538229)",,,,,,,
5707,42445689,42429072,0,5671353,West 186th Street,residential,20 mph,False,True,84.929,"LINESTRING (-73.935133 40.853479, -73.935065 40.8534588, -73.9345044 40.8532924, -73.9343353 40.8532422, -73.934193 40.8532)",,,,,,,
5708,42445689,42454240,0,104984009,Bennett Avenue,residential,20 mph,True,False,135.915,"LINESTRING (-73.935133 40.853479, -73.9351619 40.8534225, -73.9356845 40.8524006, -73.935716 40.852339)",,,,,,,
5709,42445700,42445702,0,5671354,North Moore Street,residential,25 mph,True,False,72.136,"LINESTRING (-74.0059515 40.7196963, -74.0060781 40.7197093, -74.0066822 40.7197713, -74.0067997 40.7197834)",,,,,,,
5710,42445700,42453773,0,46171878,West Broadway,secondary,25 mph,True,False,30.614,"LINESTRING (-74.0059515 40.7196963, -74.0060995 40.7195044, -74.0061348 40.7194586)",2,,,,,,
5711,42445702,42436336,0,5671354,North Moore Street,residential,25 mph,True,False,151.53599999999997,"LINESTRING (-74.0067997 40.7197834, -74.0069519 40.719799, -74.0084733 40.7199553, -74.0085815 40.7199664)",,,,,,,
5712,42445702,42453038,0,"[68675820, 903589927]",Varick Street,secondary,25 mph,True,False,74.804,"LINESTRING (-74.0067997 40.7197834, -74.0068133 40.7197159, -74.0068581 40.7194943, -74.0069121 40.7192273, -74.0069185 40.7191966, -74.0069347 40.7191185)",3,,,,,,
5713,42445731,42445733,0,5671357,East 88th Street,residential,25 mph,True,False,153.863,"LINESTRING (-73.9594602 40.7828325, -73.9593743 40.7827956, -73.9579745 40.7822152, -73.9578583 40.7821666)",,,,,,,
5714,42445731,42454189,0,440122867,5th Avenue,secondary,,True,False,79.156,"LINESTRING (-73.9594602 40.7828325, -73.9594971 40.7827841, -73.9598778 40.7822699, -73.9599188 40.7822111)",2,,,,,,
5715,42445733,596776103,0,5671357,East 88th Street,residential,25 mph,True,False,145.59300000000002,"LINESTRING (-73.9578583 40.7821666, -73.9577512 40.7821197, -73.9570082 40.7818054, -73.9564543 40.7815711, -73.9563489 40.7815278)",,,,,,,
5716,42445733,42436539,0,68668544,Madison Avenue,secondary,,True,False,79.341,"LINESTRING (-73.9578583 40.7821666, -73.9578162 40.7822253, -73.9574452 40.7827358, -73.9574044 40.7827919)",3,,,,,,
5717,42445736,42445738,0,5671357,East 88th Street,residential,25 mph,True,False,147.741,"LINESTRING (-73.956168 40.7814517, -73.9560501 40.7814025, -73.9547353 40.7808478, -73.9546344 40.7808061)",,,,,,,
5718,42445736,42436541,0,686125782,Park Avenue,secondary,25 mph,True,False,79.938,"LINESTRING (-73.956168 40.7814517, -73.9561255 40.7815113, -73.9561028 40.7815422, -73.9557487 40.7820238, -73.9557062 40.7820798)",3,,,,,,
5719,42445738,42445740,0,5671357,East 88th Street,residential,25 mph,True,False,154.86499999999998,"LINESTRING (-73.9546344 40.7808061, -73.9545276 40.7807617, -73.9531692 40.780188, -73.9530275 40.7801285)",,,,,,,
5720,42445738,42447136,0,353220115,Lexington Avenue,secondary,25 mph,True,False,80.16499999999999,"LINESTRING (-73.9546344 40.7808061, -73.954676 40.7807493, -73.9548431 40.7805204, -73.9550498 40.7802367, -73.9550942 40.7801748)",3,,,,,,
5721,42445740,42443042,0,5671357,East 88th Street,residential,25 mph,True,False,215.818,"LINESTRING (-73.9530275 40.7801285, -73.9528953 40.780073, -73.9525139 40.7799104, -73.9509243 40.7792308, -73.9507943 40.7791759)",,,,,,,
5722,42445740,42436546,0,579565231,3rd Avenue,primary,25 mph,True,False,79.25999999999999,"LINESTRING (-73.9530275 40.7801285, -73.9529872 40.7801843, -73.9526109 40.7806999, -73.9525725 40.7807525)",5,,,,,,
5723,42445748,42428043,0,5671357,East 88th Street,residential,25 mph,True,False,217.115,"LINESTRING (-73.9484255 40.7781772, -73.9482894 40.7781198, -73.9463065 40.7772837, -73.9461727 40.7772273)",,,,,,,
5724,42445748,42436551,0,"[420626388, 420626397]",1st Avenue,primary,25 mph,True,False,81.41,"LINESTRING (-73.9484255 40.7781772, -73.9483772 40.7782433, -73.94807 40.778654, -73.948001 40.7787489, -73.9479508 40.778815)","['5', '4']",,,,,,
5725,42445757,42436556,0,803060436,East End Avenue,residential,,False,False,80.87000000000002,"LINESTRING (-73.9438474 40.776257, -73.9438014 40.776313, -73.9437692 40.7763547, -73.9434469 40.7767838, -73.9434168 40.7768263, -73.9434068 40.7768514, -73.9434006 40.7768734, -73.9433989 40.7768958)",,,,,,,
5726,42445757,42451773,0,803060436,East End Avenue,residential,,False,True,80.166,"LINESTRING (-73.9438474 40.776257, -73.9438615 40.776189, -73.9438988 40.7761341, -73.9442341 40.7756745, -73.9442812 40.7756198)",,,,,,,
5727,42445766,42445769,0,"[194923792, 420895286]",West 15th Street,secondary,25 mph,True,False,79.408,"LINESTRING (-74.007705 40.742834, -74.0078479 40.7428916, -74.0082389 40.7430491, -74.0084454 40.7431323, -74.0085372 40.7431693)",,,,,,,
5728,42445766,42449341,0,"[194923800, 485556246, 485556247]",10th Avenue,primary,25 mph,True,False,80.92699999999999,"LINESTRING (-74.007705 40.742834, -74.0076536 40.742904, -74.0075072 40.7431034, -74.0074665 40.7431589, -74.0072739 40.7434211, -74.007238 40.74347)","['5', '6']",,,,building_passage,,
5729,42445769,246648063,0,194923793,West 15th Street,secondary_link,25 mph,True,False,25.077,"LINESTRING (-74.0085372 40.7431693, -74.0085923 40.7431761, -74.0086427 40.7431694, -74.0086835 40.7431541, -74.0087145 40.7431247, -74.008759 40.7430607)",,,,,,,
5730,42445769,42449345,0,194923802,11th Avenue,trunk,30 mph,True,False,88.73400000000001,"LINESTRING (-74.0085372 40.7431693, -74.0085083 40.7433244, -74.0084101 40.7438523, -74.0083902 40.7439595)",3,NY 9A,,,,,
5731,42445773,42427877,0,326119844,10th Avenue,primary,,False,True,27.281,"LINESTRING (-73.917044 40.867026, -73.917205 40.866813)",,,,,,,
5732,42445773,42437926,0,5671360,West 211th Street,tertiary,,True,False,130.848,"LINESTRING (-73.917044 40.867026, -73.9171855 40.8670836, -73.9183364 40.8675524, -73.918414 40.867584)",,,,,,,
5733,42445773,42449593,0,326119844,10th Avenue,primary,,False,False,77.627,"LINESTRING (-73.917044 40.867026, -73.9170079 40.867074, -73.916588 40.867633)",,,,,,,
5734,42445804,42459636,0,5673511,East 43rd Street,residential,,False,True,19.461,"LINESTRING (-73.9699431 40.7497536, -73.9697413 40.7496684)",,,,,,,
5735,42445804,42442939,0,46469727,East 43rd Street,residential,,True,False,170.313,"LINESTRING (-73.9699431 40.7497536, -73.9700412 40.7497944, -73.9715809 40.7504387, -73.971713 40.750494)",1,,,,,,
5736,42445817,596775808,0,"[993506896, 993506895, 5671367]",East 107th Street,residential,,True,False,25.017,"LINESTRING (-73.9472775 40.7935411, -73.9473273 40.7935621, -73.9474963 40.7936334, -73.9475371 40.7936506)",,,,,yes,,
5737,42445817,42436641,0,806195280,Park Avenue,secondary,25 mph,True,False,81.15899999999999,"LINESTRING (-73.9472775 40.7935411, -73.9472291 40.7936079, -73.9468532 40.7941219, -73.9468139 40.794181)",1,,,,,,
5738,42445823,42445817,0,5671367,East 107th Street,residential,,True,False,142.59900000000002,"LINESTRING (-73.9457883 40.79293, -73.945877 40.792967, -73.9467293 40.7933124, -73.9470651 40.793453, -73.9472141 40.7935153, -73.9472775 40.7935411)",,,,,,,
5739,42445823,42447182,0,584971412,Lexington Avenue,secondary,25 mph,True,False,86.501,"LINESTRING (-73.9457883 40.79293, -73.945829 40.7928758, -73.9462178 40.7923464, -73.9462871 40.7922499)",2,,,,,,
